id,country,year,sex,age,population,country-year, gdp_for_year($) ,gdp_per_capita ($),suicides_no,generation
291,Antigua and Barbuda,1987,female,5-14 years,6623,Antigua and Barbuda1987,"33,71,74,852",5595,0,Generation X
292,Antigua and Barbuda,1987,female,55-74 years,3738,Antigua and Barbuda1987,"33,71,74,852",5595,0,G.I. Generation
293,Antigua and Barbuda,1987,female,75+ years,1081,Antigua and Barbuda1987,"33,71,74,852",5595,0,G.I. Generation
294,Antigua and Barbuda,1987,male,15-24 years,7421,Antigua and Barbuda1987,"33,71,74,852",5595,0,Generation X
295,Antigua and Barbuda,1987,male,25-34 years,5893,Antigua and Barbuda1987,"33,71,74,852",5595,0,Boomers
296,Antigua and Barbuda,1987,male,35-54 years,5927,Antigua and Barbuda1987,"33,71,74,852",5595,0,Silent
297,Antigua and Barbuda,1987,male,5-14 years,6499,Antigua and Barbuda1987,"33,71,74,852",5595,0,Generation X
298,Antigua and Barbuda,1987,male,55-74 years,2798,Antigua and Barbuda1987,"33,71,74,852",5595,0,G.I. Generation
299,Antigua and Barbuda,1987,male,75+ years,538,Antigua and Barbuda1987,"33,71,74,852",5595,0,G.I. Generation
300,Antigua and Barbuda,1988,female,15-24 years,7413,Antigua and Barbuda1988,"39,86,37,741",6693,0,Generation X
301,Antigua and Barbuda,1988,female,25-34 years,6041,Antigua and Barbuda1988,"39,86,37,741",6693,0,Boomers
302,Antigua and Barbuda,1988,female,35-54 years,6021,Antigua and Barbuda1988,"39,86,37,741",6693,0,Silent
303,Antigua and Barbuda,1988,female,5-14 years,6527,Antigua and Barbuda1988,"39,86,37,741",6693,0,Generation X
304,Antigua and Barbuda,1988,female,55-74 years,3708,Antigua and Barbuda1988,"39,86,37,741",6693,0,G.I. Generation
305,Antigua and Barbuda,1988,female,75+ years,1141,Antigua and Barbuda1988,"39,86,37,741",6693,0,G.I. Generation
306,Antigua and Barbuda,1988,male,15-24 years,7209,Antigua and Barbuda1988,"39,86,37,741",6693,0,Generation X
307,Antigua and Barbuda,1988,male,25-34 years,5826,Antigua and Barbuda1988,"39,86,37,741",6693,0,Boomers
308,Antigua and Barbuda,1988,male,35-54 years,5907,Antigua and Barbuda1988,"39,86,37,741",6693,0,Silent
309,Antigua and Barbuda,1988,male,5-14 years,6355,Antigua and Barbuda1988,"39,86,37,741",6693,0,Generation X
310,Antigua and Barbuda,1988,male,55-74 years,2813,Antigua and Barbuda1988,"39,86,37,741",6693,0,G.I. Generation
311,Antigua and Barbuda,1988,male,75+ years,603,Antigua and Barbuda1988,"39,86,37,741",6693,0,G.I. Generation
312,Antigua and Barbuda,1989,female,15-24 years,7152,Antigua and Barbuda1989,"43,87,94,778",7407,0,Generation X
313,Antigua and Barbuda,1989,female,25-34 years,6059,Antigua and Barbuda1989,"43,87,94,778",7407,0,Boomers
314,Antigua and Barbuda,1989,female,35-54 years,5969,Antigua and Barbuda1989,"43,87,94,778",7407,0,Silent
315,Antigua and Barbuda,1989,female,5-14 years,6621,Antigua and Barbuda1989,"43,87,94,778",7407,0,Generation X
316,Antigua and Barbuda,1989,female,55-74 years,3696,Antigua and Barbuda1989,"43,87,94,778",7407,0,G.I. Generation
317,Antigua and Barbuda,1989,female,75+ years,1195,Antigua and Barbuda1989,"43,87,94,778",7407,0,G.I. Generation
318,Antigua and Barbuda,1989,male,15-24 years,6927,Antigua and Barbuda1989,"43,87,94,778",7407,0,Generation X
319,Antigua and Barbuda,1989,male,25-34 years,5835,Antigua and Barbuda1989,"43,87,94,778",7407,0,Boomers
320,Antigua and Barbuda,1989,male,35-54 years,5862,Antigua and Barbuda1989,"43,87,94,778",7407,0,Silent
321,Antigua and Barbuda,1989,male,5-14 years,6403,Antigua and Barbuda1989,"43,87,94,778",7407,0,Generation X
322,Antigua and Barbuda,1989,male,55-74 years,2843,Antigua and Barbuda1989,"43,87,94,778",7407,0,G.I. Generation
323,Antigua and Barbuda,1989,male,75+ years,676,Antigua and Barbuda1989,"43,87,94,778",7407,0,G.I. Generation
324,Antigua and Barbuda,1990,male,35-54 years,5799,Antigua and Barbuda1990,"45,94,69,074",7744,1,Silent
325,Antigua and Barbuda,1990,female,15-24 years,6827,Antigua and Barbuda1990,"45,94,69,074",7744,0,Generation X
326,Antigua and Barbuda,1990,female,25-34 years,6172,Antigua and Barbuda1990,"45,94,69,074",7744,0,Boomers
327,Antigua and Barbuda,1990,female,35-54 years,5895,Antigua and Barbuda1990,"45,94,69,074",7744,0,Silent
328,Antigua and Barbuda,1990,female,5-14 years,6877,Antigua and Barbuda1990,"45,94,69,074",7744,0,Generation X
329,Antigua and Barbuda,1990,female,55-74 years,3706,Antigua and Barbuda1990,"45,94,69,074",7744,0,G.I. Generation
330,Antigua and Barbuda,1990,female,75+ years,1252,Antigua and Barbuda1990,"45,94,69,074",7744,0,G.I. Generation
331,Antigua and Barbuda,1990,male,15-24 years,6598,Antigua and Barbuda1990,"45,94,69,074",7744,0,Generation X
332,Antigua and Barbuda,1990,male,25-34 years,5937,Antigua and Barbuda1990,"45,94,69,074",7744,0,Boomers
333,Antigua and Barbuda,1990,male,5-14 years,6611,Antigua and Barbuda1990,"45,94,69,074",7744,0,Generation X
334,Antigua and Barbuda,1990,male,55-74 years,2902,Antigua and Barbuda1990,"45,94,69,074",7744,0,G.I. Generation
335,Antigua and Barbuda,1990,male,75+ years,758,Antigua and Barbuda1990,"45,94,69,074",7744,0,G.I. Generation
336,Antigua and Barbuda,1991,female,15-24 years,6595,Antigua and Barbuda1991,"48,17,06,333",7976,0,Generation X
337,Antigua and Barbuda,1991,female,25-34 years,6396,Antigua and Barbuda1991,"48,17,06,333",7976,0,Boomers
338,Antigua and Barbuda,1991,female,35-54 years,6198,Antigua and Barbuda1991,"48,17,06,333",7976,0,Boomers
339,Antigua and Barbuda,1991,female,5-14 years,7089,Antigua and Barbuda1991,"48,17,06,333",7976,0,Millenials
340,Antigua and Barbuda,1991,female,55-74 years,3665,Antigua and Barbuda1991,"48,17,06,333",7976,0,Silent
341,Antigua and Barbuda,1991,female,75+ years,1293,Antigua and Barbuda1991,"48,17,06,333",7976,0,G.I. Generation
342,Antigua and Barbuda,1991,male,15-24 years,6401,Antigua and Barbuda1991,"48,17,06,333",7976,0,Generation X
343,Antigua and Barbuda,1991,male,25-34 years,6156,Antigua and Barbuda1991,"48,17,06,333",7976,0,Boomers
344,Antigua and Barbuda,1991,male,35-54 years,6122,Antigua and Barbuda1991,"48,17,06,333",7976,0,Boomers
345,Antigua and Barbuda,1991,male,5-14 years,6818,Antigua and Barbuda1991,"48,17,06,333",7976,0,Millenials
346,Antigua and Barbuda,1991,male,55-74 years,2857,Antigua and Barbuda1991,"48,17,06,333",7976,0,Silent
347,Antigua and Barbuda,1991,male,75+ years,804,Antigua and Barbuda1991,"48,17,06,333",7976,0,G.I. Generation
348,Antigua and Barbuda,1992,female,15-24 years,6369,Antigua and Barbuda1992,"49,92,81,148",8087,0,Generation X
349,Antigua and Barbuda,1992,female,25-34 years,6650,Antigua and Barbuda1992,"49,92,81,148",8087,0,Boomers
350,Antigua and Barbuda,1992,female,35-54 years,6534,Antigua and Barbuda1992,"49,92,81,148",8087,0,Boomers
351,Antigua and Barbuda,1992,female,5-14 years,7311,Antigua and Barbuda1992,"49,92,81,148",8087,0,Millenials
352,Antigua and Barbuda,1992,female,55-74 years,3648,Antigua and Barbuda1992,"49,92,81,148",8087,0,Silent
353,Antigua and Barbuda,1992,female,75+ years,1339,Antigua and Barbuda1992,"49,92,81,148",8087,0,G.I. Generation
354,Antigua and Barbuda,1992,male,15-24 years,6221,Antigua and Barbuda1992,"49,92,81,148",8087,0,Generation X
355,Antigua and Barbuda,1992,male,25-34 years,6409,Antigua and Barbuda1992,"49,92,81,148",8087,0,Boomers
356,Antigua and Barbuda,1992,male,35-54 years,6497,Antigua and Barbuda1992,"49,92,81,148",8087,0,Boomers
357,Antigua and Barbuda,1992,male,5-14 years,7059,Antigua and Barbuda1992,"49,92,81,148",8087,0,Millenials
358,Antigua and Barbuda,1992,male,55-74 years,2851,Antigua and Barbuda1992,"49,92,81,148",8087,0,Silent
359,Antigua and Barbuda,1992,male,75+ years,853,Antigua and Barbuda1992,"49,92,81,148",8087,0,G.I. Generation
360,Antigua and Barbuda,1993,male,25-34 years,6668,Antigua and Barbuda1993,"53,51,72,778",8453,1,Boomers
361,Antigua and Barbuda,1993,female,15-24 years,6182,Antigua and Barbuda1993,"53,51,72,778",8453,0,Generation X
362,Antigua and Barbuda,1993,female,25-34 years,6914,Antigua and Barbuda1993,"53,51,72,778",8453,0,Boomers
363,Antigua and Barbuda,1993,female,35-54 years,6917,Antigua and Barbuda1993,"53,51,72,778",8453,0,Boomers
364,Antigua and Barbuda,1993,female,5-14 years,7529,Antigua and Barbuda1993,"53,51,72,778",8453,0,Millenials
365,Antigua and Barbuda,1993,female,55-74 years,3662,Antigua and Barbuda1993,"53,51,72,778",8453,0,Silent
366,Antigua and Barbuda,1993,female,75+ years,1386,Antigua and Barbuda1993,"53,51,72,778",8453,0,G.I. Generation
367,Antigua and Barbuda,1993,male,15-24 years,6069,Antigua and Barbuda1993,"53,51,72,778",8453,0,Generation X
368,Antigua and Barbuda,1993,male,35-54 years,6915,Antigua and Barbuda1993,"53,51,72,778",8453,0,Boomers
369,Antigua and Barbuda,1993,male,5-14 years,7298,Antigua and Barbuda1993,"53,51,72,778",8453,0,Millenials
370,Antigua and Barbuda,1993,male,55-74 years,2879,Antigua and Barbuda1993,"53,51,72,778",8453,0,Silent
371,Antigua and Barbuda,1993,male,75+ years,896,Antigua and Barbuda1993,"53,51,72,778",8453,0,G.I. Generation
372,Antigua and Barbuda,1994,female,15-24 years,6083,Antigua and Barbuda1994,"58,94,29,593",9062,0,Generation X
373,Antigua and Barbuda,1994,female,25-34 years,7151,Antigua and Barbuda1994,"58,94,29,593",9062,0,Boomers
374,Antigua and Barbuda,1994,female,35-54 years,7357,Antigua and Barbuda1994,"58,94,29,593",9062,0,Boomers
375,Antigua and Barbuda,1994,female,5-14 years,7722,Antigua and Barbuda1994,"58,94,29,593",9062,0,Millenials
376,Antigua and Barbuda,1994,female,55-74 years,3715,Antigua and Barbuda1994,"58,94,29,593",9062,0,Silent
377,Antigua and Barbuda,1994,female,75+ years,1437,Antigua and Barbuda1994,"58,94,29,593",9062,0,G.I. Generation
378,Antigua and Barbuda,1994,male,15-24 years,5976,Antigua and Barbuda1994,"58,94,29,593",9062,0,Generation X
379,Antigua and Barbuda,1994,male,25-34 years,6886,Antigua and Barbuda1994,"58,94,29,593",9062,0,Boomers
380,Antigua and Barbuda,1994,male,35-54 years,7359,Antigua and Barbuda1994,"58,94,29,593",9062,0,Boomers
381,Antigua and Barbuda,1994,male,5-14 years,7494,Antigua and Barbuda1994,"58,94,29,593",9062,0,Millenials
382,Antigua and Barbuda,1994,male,55-74 years,2935,Antigua and Barbuda1994,"58,94,29,593",9062,0,Silent
383,Antigua and Barbuda,1994,male,75+ years,929,Antigua and Barbuda1994,"58,94,29,593",9062,0,G.I. Generation
384,Antigua and Barbuda,1995,female,15-24 years,6099,Antigua and Barbuda1995,"57,72,80,741",8636,0,Generation X
385,Antigua and Barbuda,1995,female,25-34 years,7333,Antigua and Barbuda1995,"57,72,80,741",8636,0,Generation X
386,Antigua and Barbuda,1995,female,35-54 years,7851,Antigua and Barbuda1995,"57,72,80,741",8636,0,Boomers
387,Antigua and Barbuda,1995,female,5-14 years,7885,Antigua and Barbuda1995,"57,72,80,741",8636,0,Millenials
388,Antigua and Barbuda,1995,female,55-74 years,3808,Antigua and Barbuda1995,"57,72,80,741",8636,0,Silent
389,Antigua and Barbuda,1995,female,75+ years,1488,Antigua and Barbuda1995,"57,72,80,741",8636,0,G.I. Generation
390,Antigua and Barbuda,1995,male,15-24 years,5953,Antigua and Barbuda1995,"57,72,80,741",8636,0,Generation X
391,Antigua and Barbuda,1995,male,25-34 years,7023,Antigua and Barbuda1995,"57,72,80,741",8636,0,Generation X
392,Antigua and Barbuda,1995,male,35-54 years,7809,Antigua and Barbuda1995,"57,72,80,741",8636,0,Boomers
393,Antigua and Barbuda,1995,male,5-14 years,7632,Antigua and Barbuda1995,"57,72,80,741",8636,0,Millenials
394,Antigua and Barbuda,1995,male,55-74 years,3021,Antigua and Barbuda1995,"57,72,80,741",8636,0,Silent
395,Antigua and Barbuda,1995,male,75+ years,944,Antigua and Barbuda1995,"57,72,80,741",8636,0,G.I. Generation
396,Antigua and Barbuda,1998,female,15-24 years,6529,Antigua and Barbuda1998,"72,78,60,593",10078,0,Generation X
397,Antigua and Barbuda,1998,female,25-34 years,8332,Antigua and Barbuda1998,"72,78,60,593",10078,0,Generation X
398,Antigua and Barbuda,1998,female,35-54 years,9615,Antigua and Barbuda1998,"72,78,60,593",10078,0,Boomers
399,Antigua and Barbuda,1998,female,5-14 years,8183,Antigua and Barbuda1998,"72,78,60,593",10078,0,Millenials
400,Antigua and Barbuda,1998,female,55-74 years,3921,Antigua and Barbuda1998,"72,78,60,593",10078,0,Silent
401,Antigua and Barbuda,1998,female,75+ years,1476,Antigua and Barbuda1998,"72,78,60,593",10078,0,G.I. Generation
402,Antigua and Barbuda,1998,male,15-24 years,5916,Antigua and Barbuda1998,"72,78,60,593",10078,0,Generation X
403,Antigua and Barbuda,1998,male,25-34 years,7294,Antigua and Barbuda1998,"72,78,60,593",10078,0,Generation X
404,Antigua and Barbuda,1998,male,35-54 years,9086,Antigua and Barbuda1998,"72,78,60,593",10078,0,Boomers
405,Antigua and Barbuda,1998,male,5-14 years,7706,Antigua and Barbuda1998,"72,78,60,593",10078,0,Millenials
406,Antigua and Barbuda,1998,male,55-74 years,3213,Antigua and Barbuda1998,"72,78,60,593",10078,0,Silent
407,Antigua and Barbuda,1998,male,75+ years,954,Antigua and Barbuda1998,"72,78,60,593",10078,0,G.I. Generation
408,Antigua and Barbuda,1999,female,15-24 years,6589,Antigua and Barbuda1999,"76,61,98,926",10378,0,Generation X
409,Antigua and Barbuda,1999,female,25-34 years,8526,Antigua and Barbuda1999,"76,61,98,926",10378,0,Generation X
410,Antigua and Barbuda,1999,female,35-54 years,10311,Antigua and Barbuda1999,"76,61,98,926",10378,0,Boomers
411,Antigua and Barbuda,1999,female,5-14 years,8314,Antigua and Barbuda1999,"76,61,98,926",10378,0,Millenials
412,Antigua and Barbuda,1999,female,55-74 years,3968,Antigua and Barbuda1999,"76,61,98,926",10378,0,Silent
413,Antigua and Barbuda,1999,female,75+ years,1451,Antigua and Barbuda1999,"76,61,98,926",10378,0,G.I. Generation
414,Antigua and Barbuda,1999,male,15-24 years,5845,Antigua and Barbuda1999,"76,61,98,926",10378,0,Generation X
415,Antigua and Barbuda,1999,male,25-34 years,7263,Antigua and Barbuda1999,"76,61,98,926",10378,0,Generation X
416,Antigua and Barbuda,1999,male,35-54 years,9537,Antigua and Barbuda1999,"76,61,98,926",10378,0,Boomers
417,Antigua and Barbuda,1999,male,5-14 years,7805,Antigua and Barbuda1999,"76,61,98,926",10378,0,Millenials
418,Antigua and Barbuda,1999,male,55-74 years,3276,Antigua and Barbuda1999,"76,61,98,926",10378,0,Silent
419,Antigua and Barbuda,1999,male,75+ years,947,Antigua and Barbuda1999,"76,61,98,926",10378,0,G.I. Generation
420,Antigua and Barbuda,2000,male,55-74 years,3333,Antigua and Barbuda2000,"83,01,58,778",11021,1,Silent
421,Antigua and Barbuda,2000,male,35-54 years,10033,Antigua and Barbuda2000,"83,01,58,778",11021,1,Boomers
422,Antigua and Barbuda,2000,female,15-24 years,6616,Antigua and Barbuda2000,"83,01,58,778",11021,0,Generation X
423,Antigua and Barbuda,2000,female,25-34 years,8595,Antigua and Barbuda2000,"83,01,58,778",11021,0,Generation X
424,Antigua and Barbuda,2000,female,35-54 years,11040,Antigua and Barbuda2000,"83,01,58,778",11021,0,Boomers
425,Antigua and Barbuda,2000,female,5-14 years,8439,Antigua and Barbuda2000,"83,01,58,778",11021,0,Millenials
426,Antigua and Barbuda,2000,female,55-74 years,3986,Antigua and Barbuda2000,"83,01,58,778",11021,0,Silent
427,Antigua and Barbuda,2000,female,75+ years,1413,Antigua and Barbuda2000,"83,01,58,778",11021,0,G.I. Generation
428,Antigua and Barbuda,2000,male,15-24 years,5783,Antigua and Barbuda2000,"83,01,58,778",11021,0,Generation X
429,Antigua and Barbuda,2000,male,25-34 years,7177,Antigua and Barbuda2000,"83,01,58,778",11021,0,Generation X
430,Antigua and Barbuda,2000,male,5-14 years,7973,Antigua and Barbuda2000,"83,01,58,778",11021,0,Millenials
431,Antigua and Barbuda,2000,male,75+ years,938,Antigua and Barbuda2000,"83,01,58,778",11021,0,G.I. Generation
432,Antigua and Barbuda,2001,male,35-54 years,10281,Antigua and Barbuda2001,"80,07,40,259",10468,2,Boomers
433,Antigua and Barbuda,2001,female,15-24 years,6902,Antigua and Barbuda2001,"80,07,40,259",10468,0,Millenials
434,Antigua and Barbuda,2001,female,25-34 years,8425,Antigua and Barbuda2001,"80,07,40,259",10468,0,Generation X
435,Antigua and Barbuda,2001,female,35-54 years,11402,Antigua and Barbuda2001,"80,07,40,259",10468,0,Boomers
436,Antigua and Barbuda,2001,female,5-14 years,8428,Antigua and Barbuda2001,"80,07,40,259",10468,0,Millenials
437,Antigua and Barbuda,2001,female,55-74 years,4037,Antigua and Barbuda2001,"80,07,40,259",10468,0,Silent
438,Antigua and Barbuda,2001,female,75+ years,1487,Antigua and Barbuda2001,"80,07,40,259",10468,0,Silent
439,Antigua and Barbuda,2001,male,15-24 years,6084,Antigua and Barbuda2001,"80,07,40,259",10468,0,Millenials
440,Antigua and Barbuda,2001,male,25-34 years,7071,Antigua and Barbuda2001,"80,07,40,259",10468,0,Generation X
441,Antigua and Barbuda,2001,male,5-14 years,7958,Antigua and Barbuda2001,"80,07,40,259",10468,0,Millenials
442,Antigua and Barbuda,2001,male,55-74 years,3442,Antigua and Barbuda2001,"80,07,40,259",10468,0,Silent
443,Antigua and Barbuda,2001,male,75+ years,980,Antigua and Barbuda2001,"80,07,40,259",10468,0,Silent
444,Antigua and Barbuda,2002,female,15-24 years,7196,Antigua and Barbuda2002,"81,46,15,333",10499,0,Millenials
445,Antigua and Barbuda,2002,female,25-34 years,8155,Antigua and Barbuda2002,"81,46,15,333",10499,0,Generation X
446,Antigua and Barbuda,2002,female,35-54 years,11760,Antigua and Barbuda2002,"81,46,15,333",10499,0,Boomers
447,Antigua and Barbuda,2002,female,5-14 years,8408,Antigua and Barbuda2002,"81,46,15,333",10499,0,Millenials
448,Antigua and Barbuda,2002,female,55-74 years,4050,Antigua and Barbuda2002,"81,46,15,333",10499,0,Silent
449,Antigua and Barbuda,2002,female,75+ years,1547,Antigua and Barbuda2002,"81,46,15,333",10499,0,Silent
450,Antigua and Barbuda,2002,male,15-24 years,6416,Antigua and Barbuda2002,"81,46,15,333",10499,0,Millenials
451,Antigua and Barbuda,2002,male,25-34 years,6921,Antigua and Barbuda2002,"81,46,15,333",10499,0,Generation X
452,Antigua and Barbuda,2002,male,35-54 years,10604,Antigua and Barbuda2002,"81,46,15,333",10499,0,Boomers
453,Antigua and Barbuda,2002,male,5-14 years,7980,Antigua and Barbuda2002,"81,46,15,333",10499,0,Millenials
454,Antigua and Barbuda,2002,male,55-74 years,3527,Antigua and Barbuda2002,"81,46,15,333",10499,0,Silent
455,Antigua and Barbuda,2002,male,75+ years,1024,Antigua and Barbuda2002,"81,46,15,333",10499,0,Silent
456,Antigua and Barbuda,2003,male,55-74 years,3594,Antigua and Barbuda2003,"85,56,43,111",10878,1,Silent
457,Antigua and Barbuda,2003,female,15-24 years,7454,Antigua and Barbuda2003,"85,56,43,111",10878,0,Millenials
458,Antigua and Barbuda,2003,female,25-34 years,7831,Antigua and Barbuda2003,"85,56,43,111",10878,0,Generation X
459,Antigua and Barbuda,2003,female,35-54 years,12129,Antigua and Barbuda2003,"85,56,43,111",10878,0,Boomers
460,Antigua and Barbuda,2003,female,5-14 years,8423,Antigua and Barbuda2003,"85,56,43,111",10878,0,Millenials
461,Antigua and Barbuda,2003,female,55-74 years,4054,Antigua and Barbuda2003,"85,56,43,111",10878,0,Silent
462,Antigua and Barbuda,2003,female,75+ years,1583,Antigua and Barbuda2003,"85,56,43,111",10878,0,Silent
463,Antigua and Barbuda,2003,male,15-24 years,6730,Antigua and Barbuda2003,"85,56,43,111",10878,0,Millenials
464,Antigua and Barbuda,2003,male,25-34 years,6734,Antigua and Barbuda2003,"85,56,43,111",10878,0,Generation X
